"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Takahashi, C.; Chavez, J.; Poemape, J.","Takahashi, Carolina (60157865800); Chavez, Julio (60160510700); Poemape, Jorge (59005395400)","60157865800; 60160510700; 59005395400","Exploring the therapeutic benefits of Eucalyptus globulus Labill.: A five-year pharmacological review; Explorando os benefícios terapêuticos do Eucalyptus globulus Labill.: Uma revisão farmacológica de cinco anos; Explorando los beneficios terapéuticos de Eucalyptus globulus Labill.: Una revisión farmacológica de cinco años","2025","Revista Colombiana de Ciencias Quimico-Farmaceuticas (Colombia)","54","3","","679","688","0","0","10.15446/rcciquifa.v54n3.117462","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105020084354&doi=10.15446%2Frcciquifa.v54n3.117462&partnerID=40&md5=a48f2d7c361e0a2c4bb5604f56c76190","Review","Final","","Scopus","2-s2.0-105020084354"
"Takahashi, C.; Vilchez-Cáceda, H.; Poemape, J.","Takahashi, Carolina (60157865800); Vilchez-Cáceda, Héctor Alexander (57219491558); Poemape, Jorge (59005395400)","60157865800; 57219491558; 59005395400","Beneficial effect of Centella asiatica: Synthesis of the last two decades","2025","Revista Colombiana de Ciencias Quimico-Farmaceuticas (Colombia)","54","3","","643","657","0","0","10.15446/rcciquifa.v54n3.114481","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019939847&doi=10.15446%2Frcciquifa.v54n3.114481&partnerID=40&md5=080f343d9ea9645864d61c95e6eaf21c","Review","Final","","Scopus","2-s2.0-105019939847"
"Pedraza, E.V.; Ferro, P.; Guerrero, J.A.V.; Valdivia, J.C.; Flores, A.S.G.; Ramos, J.A.C.; Chayña, E.T.; Garcia, P.P.A.","Pedraza, Edwaldo Villanueva (59585886800); Ferro, Pompeyo (57203013222); Guerrero, Jeiner Alexander Villanueva (60130457500); Valdivia, Johnny Cueva (59273837500); Flores, Anthonny Smith Guevara (60130839400); Ramos, Jose Alberto Carlos (60130457600); Chayña, Euclides Ticona (59757325400); Garcia, Papa Pio Ascona (60130331700)","59585886800; 57203013222; 60130457500; 59273837500; 60130839400; 60130457600; 59757325400; 60130331700","Effects of Nettle (Urtica dioica) Supplementation on Productive Performance, Biochemical Parameters, and Gut Microbiota in Broiler Chickens","2025","Journal of World's Poultry Research","15","3","","275","283","0","0","10.36380/jwpr.2025.26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018091014&doi=10.36380%2Fjwpr.2025.26&partnerID=40&md5=39674caab0e4a1a8a5315000a1f5ea0e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105018091014"
"Yaulilahua-Huacho, R.; Sumarriva-Bustinza, L.A.; Castañeda-Campos, C.; Mariño-Arroyo, J.B.; Huamancaja-Arias, J.; Merino-Carhuapoma, A.; Tovar-Torres, M.C.; Estrada-Ayre, C.P.; Rodriguez-Deza, J.W.; Rojas-Felipe, E.; Porras-Sarmiento, S.; Quispealaya Armas, L.; Gutierrez-Deza, L.I.R.; Leon-Gomez, R.","Yaulilahua-Huacho, Russbelt (58678498400); Sumarriva-Bustinza, Liliana Asunción (57217010879); Castañeda-Campos, Cesar (59519319500); Mariño-Arroyo, Janeth Bertha (60136315200); Huamancaja-Arias, Judy (60135379000); Merino-Carhuapoma, Alcidiades (60135850000); Tovar-Torres, María Clarisa (60135618800); Estrada-Ayre, Cesar Percy (60135850100); Rodriguez-Deza, Jorge Washington (58668524200); Rojas-Felipe, Edwin (58771850700); Porras-Sarmiento, Syntia (60136551700); Quispealaya Armas, Luis (57487519700); Gutierrez-Deza, Ligia Isaida Rosaura (59384455300); Leon-Gomez, Rodolfo (59558328600)","58678498400; 57217010879; 59519319500; 60136315200; 60135379000; 60135850000; 60135618800; 60135850100; 58668524200; 58771850700; 60136551700; 57487519700; 59384455300; 59558328600","Environmental valorization of Peruvian orange Biowaste: sustainable extraction of functional compounds to reduce agro-industrial waste: A Review","2025","Journal of Experimental Biology and Agricultural Sciences","13","4","","498","515","0","0","10.18006/2025.13(4).498.515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018484355&doi=10.18006%2F2025.13%284%29.498.515&partnerID=40&md5=e1198cb96210016495ef45da2c521efb","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105018484355"
"Tuesta, T.; Castillo-Barzola, A.; Linares, H.; Ruiz-Pacco, G.; Baena-Moncada, A.M.; Valderrama, A.C.","Tuesta, Tarsila (57217252348); Castillo-Barzola, Angie L. (59747952100); Linares, Henry (59803528800); Ruiz-Pacco, Gustavo A. (57385923900); Baena-Moncada, Angélica María (55343112100); Valderrama, Ana C. (57204062448)","57217252348; 59747952100; 59803528800; 57385923900; 55343112100; 57204062448","Chitosan-based materials for food preservation: Enhancing shelf life and safety through sustainable nanoparticles and films","2025","Food Chemistry","486","","144589","","","0","10","10.1016/j.foodchem.2025.144589","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004650634&doi=10.1016%2Fj.foodchem.2025.144589&partnerID=40&md5=ac3a13bcfaddb133a8e61e7a932199df","Review","Final","","Scopus","2-s2.0-105004650634"
"Silva, W.; Seminario, J.F.; Seminario Ordoñez, G.I.; Seminario-Cunya, A.; Montoya-Quino, J.F.; Sotomayor, D.A.","Silva, Wilsser (57224935644); Seminario, Juan F. (57201452199); Seminario Ordoñez, Gabriela I. (59226614100); Seminario-Cunya, Alejandro (57191091331); Montoya-Quino, Juan F. (57201367290); Sotomayor, Diego A. (36629530700)","57224935644; 57201452199; 59226614100; 57191091331; 57201367290; 36629530700","A review of two thousand years of traditional medicine in Cajamarca, Peru: historical use of medicinal plants","2025","Ethnobotany Research and Applications","32","","16","","","0","0","10.32859/era.32.16.1-23","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018321541&doi=10.32859%2Fera.32.16.1-23&partnerID=40&md5=bdcc4355aaa574d03a431a422a1ceb28","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105018321541"
"Wilson, D.J.; Gellings, J.A.; Zavala, G.; Steiner, A.; Kwan, B.M.; Bixby, P.J.; Price, M.A.; Villarreal, C.L.; Moreno, A.N.; LaGrone, L.N.; Bulger, E.M.; Costantini, T.W.; Czuhajewski, S.B.; Haut, E.R.; Lane-Fall, M.B.; Mathisen, J.; Moran, V.; Newcomb, A.B.; Person, M.A.; Reinhart, L.; Stein, D.M.","Wilson, Danielle J. (58339713000); Gellings, Jaclyn A. (57195291872); Zavala, Gabriela (57221691709); Steiner, Andrew (60089623400); Kwan, Bethany Matthews (16425798800); Bixby, Pamela J. (57205711189); Price, Michelle A. (8853195600); Villarreal, Cynthia Lizette (35182059500); Moreno, Ashley Nicole (58133182800); LaGrone, Lacey Nicole (36945867800); Bulger, Eileen M. (7004029918); Costantini, Todd W. (24401039700); Czuhajewski, Stephanie Beth (56880351000); Haut, Elliott R. (56664662000); Lane-Fall, Meghan Brooks (55130892900); Mathisen, Jeffrey (60090529800); Moran, Vicki L. (7004096411); Newcomb, Anna Bradford (57189343831); Person, Michael A. (57205613246); Reinhart, Linda Kate (58478957800); Stein, Deborah Michelle (8787829100)","58339713000; 57195291872; 57221691709; 60089623400; 16425798800; 57205711189; 8853195600; 35182059500; 58133182800; 36945867800; 7004029918; 24401039700; 56880351000; 56664662000; 55130892900; 60090529800; 7004096411; 57189343831; 57205613246; 58478957800; 8787829100","Conference Proceedings for the 2024 Design for Implementation: The Future of Trauma Research and Clinical Guidance Conference Series","2025","Trauma Surgery and Acute Care Open","10","","e001583","","","0","1","10.1136/tsaco-2024-001583","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015421164&doi=10.1136%2Ftsaco-2024-001583&partnerID=40&md5=cf6c2e811d3d35c6fc2650787310b0a7","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105015421164"
"Reyes-Barría, D.","Reyes-Barría, Diego (59047583700)","59047583700","Conceptions and Historicity of Clinical Social Work in Latin America: A Contemporary Overview","2025","Clinical Social Work Journal","53","3","","284","299","0","0","10.1007/s10615-023-00899-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192245945&doi=10.1007%2Fs10615-023-00899-7&partnerID=40&md5=37f9e28c9fa076b12b74c982764e8198","Article","Final","","Scopus","2-s2.0-85192245945"
"Rivas-Sucari, H.C.; Manrique Rabelo, C.M.; Rivas-Sucari, S.A.; Flores-Núñez, A.M.; Rodríguez Eguizabal, J.L.","Rivas-Sucari, Henry César (58018365400); Manrique Rabelo, Carlos Milton (57844390700); Rivas-Sucari, Sandra A. (60123618000); Flores-Núñez, Ana María (57914481700); Rodríguez Eguizabal, José Luis (57914700900)","58018365400; 57844390700; 60123618000; 57914481700; 57914700900","The power of literature on mental health; El poder de la literatura en la salud mental","2025","Gaceta Medica de Mexico","161","5","","560","564","0","0","10.24875/GMM.25000150","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022265291&doi=10.24875%2FGMM.25000150&partnerID=40&md5=76325574a19c781884450d20aefd9282","Article","Final","","Scopus","2-s2.0-105022265291"
"Youn, U.J.; Kim, M.J.; Han, S.J.","Youn, Ui-joung (59537531100); Kim, Min-ju (57194031063); Han, Sejong (59353327400)","59537531100; 57194031063; 59353327400","Chemical Constituents and Antimicrobial Activity of Essential Oil from the Lichen Ramalina peruviana","2025","Chemistry of Natural Compounds","61","5","","1009","1010","0","0","10.1007/s10600-025-04811-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016752166&doi=10.1007%2Fs10600-025-04811-2&partnerID=40&md5=cf3af1c0f4cc80a628bc5d24db2195a7","Article","Final","","Scopus","2-s2.0-105016752166"
"Rojas-Armas, J.P.; Arroyo-Acevedo, J.L.; Palomino-Pacheco, M.; Ortiz-Sánchez, J.M.; Justil-Guerrero, H.J.; Martínez-Heredia, J.T.; Salazar-Salvatierra, M.E.; Gallo Ruelas, M.G.; Zapata Dongo, R.J.Z.","Rojas-Armas, Juan Pedro (23036743100); Arroyo-Acevedo, Jorge Luis Luis (35483049600); Palomino-Pacheco, Miriam (57210118930); Ortiz-Sánchez, José Manuel (57212877655); Justil-Guerrero, Hugo Jesús (56734449500); Martínez-Heredia, Jaime Teodocio (57211081172); Salazar-Salvatierra, María Elena (57349145600); Gallo Ruelas, Mariano (57716114000); Zapata Dongo, Richard Junior (58741192200)","23036743100; 35483049600; 57210118930; 57212877655; 56734449500; 57211081172; 57349145600; 57716114000; 58741192200","Pharmacological and molecular insights into linalool-rich Coriandrum sativum essential oil: Anticonvulsant, analgesic, anti-inflammatory, and antioxidant potential in rodent models","2025","Veterinary World","18","9","","2598","2614","0","0","10.14202/vetworld.2025.2598-2614","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015980237&doi=10.14202%2Fvetworld.2025.2598-2614&partnerID=40&md5=938b381b098b72d6b538e67fba061484","Article","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-105015980237"
"Vargas-Gonzales, Y.; Zea-Gamboa, F.; Sánchez-Tito, M.","Vargas-Gonzales, Yaeyin (60082354100); Zea-Gamboa, Francisco (59173391500); Sánchez-Tito, Marco Antonio (57219773191)","60082354100; 59173391500; 57219773191","Effect of a mouthwash based on propolis against Streptococcus mutans and Porphyromonas gingivalis; Efecto de un colutorio a base de propóleo frente Streptococcus mutans y Porphyromonas gingivalis","2025","Salud Uninorte","41","3","","778","792","0","0","10.14482/sun.41.03.200.277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014881349&doi=10.14482%2Fsun.41.03.200.277&partnerID=40&md5=954e59885feb79790c325731f2691826","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105014881349"
"Tang, J.; Qin, X.; Repo-Carrasco, R.; Yang, X.; Deng, Y.; Hou, C.; Yang, X.","Tang, Jialing (60077225000); Qin, Xiaoli (59733563700); Repo-Carrasco, Ritva Ann Mari (25641989400); Yang, Xiai (57192111245); Deng, Yanchun (57215503156); Hou, Chunsheng (41960905000); Yang, Xiushi (36740642200)","60077225000; 59733563700; 25641989400; 57192111245; 57215503156; 41960905000; 36740642200","Physicochemical, functional and antioxidant properties of four polysaccharides sequentially extracted from jute (Corchorus olitorius L.) leaves","2025","International Journal of Biological Macromolecules","323","","147223","","","0","1","10.1016/j.ijbiomac.2025.147223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014509364&doi=10.1016%2Fj.ijbiomac.2025.147223&partnerID=40&md5=e025c1fd9ca6128703869512887dc271","Article","Final","","Scopus","2-s2.0-105014509364"
"Castillo-Zavala, J.L.; Mostacero-León, J.M.; Martínez, J.L.; De La Cruz-Castillo, A.J.; Gil-Rivero, A.E.; Medina, S.E.L.; Gonzales Velásquez, C.L.Y.; León-Torres, C.A.; Bardales-Vásquez, C.B.","Castillo-Zavala, José Luis (59337716100); Mostacero-León, José (56368132600); Martínez, José Luis Luis (56312463700); De La Cruz-Castillo, Anthony J. (57209297412); Gil-Rivero, Armando E. (57212600598); Medina, Segundo Eloy Lopez (60027718100); Gonzales Velásquez, Carmen Lizbeth Yurac (59548415900); León-Torres, Carlos Alberto (57204040542); Bardales-Vásquez, Cecilia Betzabet (58948313900)","59337716100; 56368132600; 56312463700; 57209297412; 57212600598; 60027718100; 59548415900; 57204040542; 58948313900","Impact on the efficiency and quality of life of medicinal flora in the Andean community of Huamachuco, La Libertad, Peru; Impacto sobre la eficiencia y calidad de vida de la flora medicinal en la comunidad andina de Huamachuco, La Libertad-Perú","2025","Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","24","5","","740","764","0","0","10.37360/blacpma.25.24.5.52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012458451&doi=10.37360%2Fblacpma.25.24.5.52&partnerID=40&md5=074b779e870116e0ff34c9cb8c89f2a9","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105012458451"
"Venegas-Casanova, E.A.; Gavídia-Valencia, J.G.; Rodríguez-Quezada, M.P.; Jara-Aguilar, R.; Alfaro-Beltrán, I.M.; Gutiérrez-Ramos, M.E.; Amaya-Lau, L.O.; Albuquerque, R.D.D.G.","Venegas-Casanova, Edmundo Arturo (57205337778); Gavídia-Valencia, José Gilberto (57205336899); Rodríguez-Quezada, María Del Pilar (57221952818); Jara-Aguilar, Demetrio Rafael (57205345392); Alfaro-Beltrán, Iris Melina (58176391600); Gutiérrez-Ramos, Miriam E. (59170383300); Amaya-Lau, Luisa (57806872600); Albuquerque, Ricardo Diego Duarte Galhardo de (58499204400)","57205337778; 57205336899; 57221952818; 57205345392; 58176391600; 59170383300; 57806872600; 58499204400","A recent review on traditional use, phytochemical components, pharmacological activity of Citrullus lanatus (Thunb) Matsum. & Nakai (Cucurbitaceae) and its uses in the food industry; Una revisión reciente sobre el uso tradicional, componentes fitoquímicos, actividad farmacológica de Citrullus lanatus (Thunb) Matsum. & Nakai (Cucurbitaceae) y sus usos en la industria alimentaria","2025","Boletin Latinoamericano y del Caribe de Plantas Medicinales y Aromaticas","24","5","","672","687","0","0","10.37360/blacpma.25.24.5.47","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012272721&doi=10.37360%2Fblacpma.25.24.5.47&partnerID=40&md5=9fa3fbc737872c2783cb1ad39e10c79e","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105012272721"
"Paucar Diaz, L.A.; Huamán-Gutiérrez, O.G.; Herrera Rosalino, A.","Paucar Diaz, Luis Angelo (60138498400); Huamán-Gutiérrez, Oscar Gustavo (58650682300); Herrera Rosalino, Antonio (60138430200)","60138498400; 58650682300; 60138430200","Effect of a diet containing powdered Citrullus lanatus (watermelon) seed on glucose levels and pancreatic tissue in rats with alloxan-induced diabetogenic symptoms; Efecto de la dieta con semilla Citrullus lanatus (sandía) pulverizada sobre los niveles de glucosa y tejido pancreático de ratas con cuadro diabetogénico inducido por aloxano","2025","Nutricion Clinica y Dietetica Hospitalaria","45","3","","331","338","0","0","10.12873/453paucar","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018609323&doi=10.12873%2F453paucar&partnerID=40&md5=81eabacfe404712fc6ac16daca575827","Article","Final","","Scopus","2-s2.0-105018609323"
"de Groot, A.; Calta, E.; Ipenburg, N.A.; van Oers, E.M.; Rustemeyer, T.","de Groot, Anton C.J. (7202864306); Calta, Evelyn (59490419800); Ipenburg, Norbertus Anton (57209534099); van Oers, Emma M. (59439966400); Rustemeyer, Thomas (6603849258)","7202864306; 59490419800; 57209534099; 59439966400; 6603849258","Composition of Myroxylon pereirae Resin and Colophonium for Patch Testing","2025","Contact Dermatitis","93","2","","108","113","0","1","10.1111/cod.14807","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004308665&doi=10.1111%2Fcod.14807&partnerID=40&md5=29cddd85cbb549bcdd5a68cc2aa44bf5","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105004308665"
"Mumm, S.; Paz-Ibarra, J.L.; Campeau, P.M.; Garrido-Carrasco, E.; Baker, J.C.; Pino-Nina, E.; Duan, S.; McAlister, W.H.; Whyte, M.P.","Mumm, Steven R. (7004002123); Paz-Ibarra, José Luis (59170609400); Campeau, Philippe M. (57218667745); Garrido-Carrasco, Elizabeth (59920389700); Baker, Jonathan C. (55469174000); Pino-Nina, Ethel (59768304500); Duan, Shenghui (7102435145); McAlister, William H. (7102989537); Whyte, Michael P. (7102250190)","7004002123; 59170609400; 57218667745; 59920389700; 55469174000; 59768304500; 7102435145; 7102989537; 7102250190","Transforming growth factor, beta-2 gene mutation causes autosomal dominant Camurati-Engelmann disease, type 2 (OMIM % 606631)","2025","Bone","197","","117477","","","0","0","10.1016/j.bone.2025.117477","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004213525&doi=10.1016%2Fj.bone.2025.117477&partnerID=40&md5=7c99ec09ed70551f7242480171d87204","Article","Final","","Scopus","2-s2.0-105004213525"
"Terrones Diaz, H.E.; Cano, T.; Sánchez-Sarmiento, D.C.; Miranda Ramos, L.M.; Alvarez Tohalino, V.L.; Sarmiento Delgado, P.K.; Jiménez Pacheco, H.G.","Terrones Diaz, Hector Enrique (58581181000); Cano, Teresa (56383013000); Sánchez-Sarmiento, Diana (57210443925); Miranda Ramos, Lilia Mary (58185393300); Alvarez Tohalino, Victor Ludgardo (57209891128); Sarmiento Delgado, Pavel Kewin (57209881656); Jiménez Pacheco, Hugo Guillermo (57209883351)","58581181000; 56383013000; 57210443925; 58185393300; 57209891128; 57209881656; 57209883351","Emulsion molecular role and advanced characterization of Ambrosia arborescens miller essential oil","2025","Biochemical Systematics and Ecology","121","","105011","","","0","0","10.1016/j.bse.2025.105011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105001599101&doi=10.1016%2Fj.bse.2025.105011&partnerID=40&md5=2700cf124b294af17b7daf535c247186","Article","Final","","Scopus","2-s2.0-105001599101"
